500,par,1,0.155435,3.064237e+09
500,par,2,0.152032,3.064237e+09
500,par,4,0.153077,3.064237e+09
1000,par,1,1.542215,2.445671e+10
1000,par,2,1.530866,2.445671e+10
1000,par,4,1.535161,2.445671e+10
1200,par,1,3.640346,4.228056e+10
1200,par,2,3.716965,4.228056e+10
1200,par,4,4.089305,4.228056e+10
100,par,4,0.000790,2.416791e+07
500,par,4,0.033733,3.061753e+09
1500,par,1,3.596018,8.259634e+10
1500,par,2,2.007813,8.259634e+10
1500,par,4,1.052144,8.259634e+10
1500,par,8,0.646554,8.259634e+10
